iter	Passed	Remaining
161	533106	2757676
162	536843	2756674
163	540671	2756105
164	544593	2755972
165	548414	2755287
166	552080	2753790
167	555853	2752796
168	559685	2752060
169	564031	2753799
170	567891	2753109
171	571777	2752511
172	575757	2752320
173	579699	2751907
174	583686	2751666
175	587673	2751381
176	591837	2751877
177	595873	2751732
178	599964	2751792
179	604131	2752155
180	607945	2750869
181	612032	2750782
182	615763	2749066
183	619298	2746456
184	622968	2744428
185	625641	2738023
186	628051	2730513
187	630325	2722467
188	632638	2714655
189	635039	2707272
190	637307	2699380
191	639666	2691928
192	642033	2684566
193	644390	2677209
194	646788	2670075
195	649025	2662327
196	651321	2654881
197	653664	2647670
198	655840	2639839
199	658000	2632002
200	660317	2624845
201	662654	2617813
202	664911	2610516
203	667157	2603220
204	669370	2595852
205	671545	2588384
206	673756	2581104
207	676052	2574201
208	678265	2567023
209	680517	2560043
210	682754	2553050
211	684522	2544355
212	686740	2537392
213	688983	2530564
214	691193	2523659
215	693400	2516786
216	695579	2509855
217	697863	2503346
218	700046	2496513
219	702237	2489750
220	704460	2483143
221	706750	2476809
222	708994	2470352
223	711237	2463928
224	713446	2457427
225	715654	2450957
226	717847	2444476
227	720036	2438017
228	722262	2431721
229	724477	2425425
230	726685	2419138
231	728957	2413101
232	731083	2406615
233	733290	2400430
234	735528	2394378
235	737675	2388067
236	739814	2381766
237	742238	2376409
238	744808	2371546
239	747042	2365635
240	749384	2360094
241	751557	2354052
242	753840	2348382
243	756086	2342628
244	758332	2336901
245	760558	2331142
246	762742	2325283
247	764965	2319573
248	767193	2313904
249	769446	2308340
250	771776	2303029
251	774020	2297487
252	776208	2291810
253	778429	2286252
254	780714	2280911
255	782922	2275368
256	785096	2269753
257	787270	2264165
258	789564	2258947
259	791836	2253689
260	794094	2248413
261	796215	2242776
262	798506	2237639
263	800659	2232142
264	802953	2227058
265	805485	2222656
266	807956	2218099
267	810387	2213447
268	812761	2208656
269	815089	2203761
270	817539	2199211
271	819230	2192645
272	821505	2187671
273	822977	2180591
274	825161	2175426
275	827473	2170618
276	829726	2165676
277	832069	2160986
278	834414	2156318
279	836641	2151364
280	838775	2146190
281	841037	2141365
282	843232	2136387
283	845503	2131620
284	847816	2126979
285	850245	2122639
286	852470	2117810
287	854731	2113087
288	857098	2108639
289	859293	2103786
290	861594	2099210
291	863773	2094354
292	865998	2089627
293	868171	2084792
294	870400	2080109
295	872588	2075346
296	874800	2070656
297	877116	2066227
298	879362	2061648
299	881696	2057292
300	883960	2052784
301	885462	2046532
302	887674	2041944
303	889936	2037486
304	892233	2033123
305	894494	2028690
306	896702	2024153
307	898955	2019732
308	901211	2015330
309	903371	2010729
310	905790	2006718
311	908051	2002370
312	910327	1998066
313	912524	1993605
314	914843	1989421
315	917031	1984966
316	919381	1980876
317	921523	1976349
318	923883	1972303
319	926126	1968019
320	928344	1963694
321	930669	1959608
322	932870	1955272
323	935118	1951049
324	937355	1946815
325	939667	1942748
326	942022	1938781
327	944294	1934651
328	946131	1929647
329	947942	1924609
330	950255	1920606
331	952549	1916574
332	954842	1912551
333	957098	1908466
334	959447	1904574
335	961807	1900715
336	964217	1896961
337	966615	1893194
338	969055	1889515
339	971467	1885789
340	973779	1881878
341	976207	1878200
342	978659	1874575
343	981114	1870962
344	983528	1867279
345	985899	1863521
346	988363	1859946
347	990825	1856374
348	993300	1852833
349	995703	1849163
350	998224	1845720
351	1000636	1842080
352	1002981	1838325
353	1005323	1834574
354	1007627	1830760
355	1010275	1827576
356	1012604	1823823
357	1015079	1820338
358	1017477	1816721
359	1019989	1813314
360	1021996	1809019
361	1024435	1805496
362	1026880	1801990
363	1029341	1798520
364	1031870	1795172
365	1034311	1791676
366	1037577	1789609
367	1040015	1786113
368	1042592	1782861
369	1044975	1779282
370	1047361	1775714
371	1050231	1772971
372	1052505	1769225
373	1054767	1765465
374	1057166	1761944
375	1059435	1758212
376	1061636	1754375
377	1063888	1750631
378	1066096	1746823
379	1068377	1743141
380	1070606	1739384
381	1072787	1735556
382	1074993	1731777
383	1077213	1728030
384	1079308	1724090
385	1081526	1720355
386	1083664	1716501
387	1085823	1712690
388	1088094	1709064
389	1090295	1705333
390	1093128	1702596
391	1095758	1699543
392	1098287	1696337
393	1100956	1693349
394	1103568	1690275
395	1105846	1686694
396	1108011	1682949
397	1110187	1679228
398	1112563	1675815
399	1114768	1672152
400	1116955	1668470
401	1119198	1664876
402	1121570	1661482
403	1123892	1658019
404	1126455	1654916
405	1128647	1651272
406	1131024	1647905
407	1133444	1644605
408	1135696	1641067
409	1137995	1637603
410	1140385	1634275
411	1142684	1630821
412	1145013	1627416
413	1147231	1623858
414	1149769	1620759
415	1152130	1617413
416	1154331	1613849
417	1156610	1610400
418	1158950	1607040
419	1161159	1603506
420	1163520	1600186
421	1165759	1596703
422	1168049	1593296
423	1170478	1590084
424	1172801	1586731
425	1175053	1583287
426	1177260	1579789
427	1179562	1576424
428	1181825	1573013
429	1184081	1569596
430	1186365	1566222
431	1188622	1562819
432	1190940	1559499
433	1193245	1556167
434	1195662	1552986
435	1197944	1549634
436	1200217	1546275
437	1202640	1543114
438	1205023	1539905
439	1207424	1536721
440	1209749	1533447
441	1211971	1530045
442	1214537	1527082
443	1216791	1523730
444	1219035	1520370
445	1221412	1517180
446	1223804	1514013
447	1226123	1510759
448	1228491	1507569
449	1231237	1504845
450	1233572	1501621
451	1235827	1498304
452	1238270	1495218
453	1240552	1491942
454	1242868	1488710
455	1245127	1485415
456	1247371	1482106
457	1249554	1478730
458	1251860	1475504
459	1254086	1472188
460	1256647	1469269
461	1258956	1466057
462	1261365	1462966
463	1263682	1459770
464	1265869	1456430
465	1268251	1453317
466	1270471	1450023
467	1272825	1446886
468	1275192	1443767
469	1277602	1440700
470	1279921	1437534
471	1282208	1434334
472	1284395	1431028
473	1286780	1427946
474	1289107	1424803
475	1291461	1421693
476	1293766	1418532
477	1296004	1415301
478	1298241	1412074
479	1300525	1408903
480	1302775	1405697
481	1304983	1402451
482	1307240	1399261
483	1309442	1396017
484	1311732	1392870
485	1313889	1389586
486	1316129	1386394
487	1318356	1383193
488	1320587	1380000
489	1322769	1376760
490	1325047	1373624
491	1327231	1370393
492	1329399	1367151
493	1331741	1364091
494	1334110	1361061
495	1336521	1358078
496	1338933	1355097
497	1341215	1351988
498	1343518	1348903
499	1345960	1345960
500	1348358	1342975
501	1350638	1339876
502	1352873	1336735
503	1355199	1333687
504	1357391	1330512
505	1359652	1327407
506	1361886	1324279
507	1364031	1321070
508	1366282	1317965
509	1368514	1314847
510	1370816	1311798
511	1373058	1308695
512	1375334	1305629
513	1377604	1302560
514	1379794	1299418
515	1382089	1296378
516	1384265	1293230
517	1386500	1290141
518	1388728	1287049
519	1390861	1283872
520	1393067	1280766
521	1395295	1277684
522	1397518	1274600
523	1399749	1271527
524	1401920	1268404
525	1404183	1265367
526	1406463	1262347
527	1408657	1259254
528	1410902	1256209
529	1413148	1253169
530	1415467	1250196
531	1417693	1247144
532	1419961	1244130
533	1422154	1241056
534	1424340	1237978
535	1426509	1234888
536	1428639	1231769
537	1430803	1228682
538	1433018	1225643
539	1435218	1222593
540	1437527	1219639
541	1439788	1216647
542	1442020	1213634
543	1444320	1210680
544	1446713	1207806
545	1448946	1204802
546	1451162	1201785
547	1453490	1198864
548	1455805	1195934
549	1458075	1192971
550	1460393	1190048
551	1462694	1187114
552	1464948	1184144
553	1467119	1181110
554	1469319	1178102
555	1471492	1175076
556	1473778	1172143
557	1476022	1169179
558	1478260	1166212
559	1480507	1163255
560	1482818	1160351
561	1485075	1157407
562	1487279	1154424
563	1489421	1151396
564	1491692	1148471
565	1493884	1145487
566	1496084	1142512
567	1498310	1139559
568	1500603	1136661
569	1502830	1133713
570	1505128	1130823
571	1507291	1127833
572	1509541	1124911
573	1511733	1121948
574	1514026	1119063
575	1516242	1116123
576	1518510	1113223
577	1520703	1110271
578	1522841	1107282
579	1525030	1104332
580	1527313	1101453
581	1529530	1098528
582	1531844	1095676
583	1534220	1092869
584	1536560	1090038
585	1538777	1087122
586	1540933	1084166
587	1543177	1081274
588	1545415	1078379
589	1547609	1075457
590	1549825	1072552
591	1552071	1069670
592	1554252	1066746
593	1556455	1063840
594	1558758	1061003
595	1561008	1058133
596	1563200	1055225
597	1565411	1052333
598	1567676	1049479
599	1569916	1046611
600	1572172	1043755
601	1574402	1040884
602	1576546	1037958
603	1578852	1035141
604	1581120	1032302
605	1583348	1029437
606	1585493	1026521
607	1587771	1023694
608	1589949	1020804
609	1592155	1017935
610	1594439	1015117
611	1596674	1012270
612	1598946	1009449
613	1601253	1006651
614	1603487	1003809
615	1605656	1000928
616	1607926	998113
617	1610204	995304
618	1612477	992494
619	1614645	989621
620	1616869	986784
621	1619062	983932
622	1621315	981116
623	1623646	978351
624	1625899	975539
625	1628139	972722
626	1630382	969908
627	1632646	967109
628	1634824	964260
629	1637034	961432
630	1639290	958634
631	1641460	955787
632	1643669	952965
633	1645928	950172
634	1648182	947380
635	1650474	944610
636	1652618	941759
637	1654915	938996
638	1657116	936180
639	1659300	933356
640	1661578	930587
641	1663692	927728
642	1665999	924979
643	1668234	922191
644	1670508	919427
645	1672770	916657
646	1674946	913842
647	1677241	911094
648	1679462	908307
649	1681727	905545
650	1683938	902756
651	1686149	899969
652	1688329	897167
653	1690624	894428
654	1692924	891693
655	1695208	888950
656	1697553	886241
657	1699863	883515
658	1702130	880768
659	1704511	878081
660	1706881	875389
661	1709183	872664
662	1711370	869882
663	1713695	867171
664	1716015	864458
665	1718274	861717
666	1720481	858951
667	1722716	856200
668	1725044	853497
669	1727260	850740
670	1729550	848020
671	1731800	845283
672	1734141	842591
673	1736312	839818
674	1738540	837075
675	1740753	834325
676	1742997	831592
677	1745244	828862
678	1747495	826135
679	1749746	823410
680	1752048	820709
681	1754244	817961
682	1756450	815219
683	1758673	812486
684	1760850	809733
685	1763077	807006
686	1765299	804277
687	1767541	801559
688	1769830	798863
689	1772074	796149
690	1774336	793444
691	1776568	790726
692	1778781	788002
693	1781131	785340
694	1783385	782636
695	1785667	779946
696	1787905	777238
697	1790247	774577
698	1792526	771889
699	1794719	769165
700	1797022	766490
701	1799293	763802
702	1801549	761109
703	1803806	758418
704	1806005	755704
705	1808162	752973
706	1810421	750287
707	1812556	747551
708	1814751	744841
709	1816907	742117
710	1819115	739415
711	1821263	736690
712	1823488	733998
713	1825666	731289
714	1827959	728627
715	1830200	725945
716	1832511	723292
717	1834735	720606
718	1836917	717905
719	1839129	715216
720	1841417	712559
721	1843614	709868
722	1845896	707210
723	1848079	704516
724	1850281	701831
725	1852465	699139
726	1854701	696469
727	1856912	693791
728	1859088	691101
729	1861359	688447
730	1863527	685757
731	1865836	683120
732	1868114	680472
733	1870400	677828
734	1872653	675174
735	1874910	672522
736	1877138	669860
737	1879346	667193
738	1881551	664526
739	1883788	661871
740	1886066	659232
741	1888297	656577
742	1890660	653970
743	1892960	651341
744	1895152	648676
745	1897312	646001
746	1899553	643356
747	1901772	640704
748	1903982	638050
749	1906218	635406
750	1908376	632737
751	1910581	630085
752	1912841	627452
753	1915160	624840
754	1917406	622204
755	1919719	619591
756	1921958	616956
757	1924206	614324
758	1926479	611701
759	1928717	609068
760	1931014	606455
761	1933212	603811
762	1935402	601166
763	1937659	598544
764	1939893	595914
765	1942126	593286
766	1944369	590662
767	1946628	588043
768	1948858	585417
769	1951215	582830
770	1953437	580203
771	1955693	577588
772	1957987	574984
773	1960200	572358
774	1962462	569747
775	1964716	567134
776	1966948	564516
777	1969159	561893
778	1971466	559299
779	1973739	556695
780	1975955	554077
781	1978254	551482
782	1980523	548880
783	1982756	546269
784	1985039	543673
785	1987311	541074
786	1989584	538477
787	1991865	535882
788	1994119	533281
789	1996439	530698
790	1998698	528101
791	2000878	525483
792	2003066	522868
793	2005322	520272
794	2007539	517667
795	2009743	515059
796	2011942	512451
797	2014228	509867
798	2016490	507277
799	2018739	504684
800	2021000	502096
801	2023258	499507
802	2025478	496910
803	2027719	494319
804	2029922	491720
805	2032156	489129
806	2034363	486532
807	2036630	483951
808	2038822	481353
809	2041131	478784
810	2043477	476223
811	2045774	473652
812	2048014	471068
813	2050158	468463
814	2052434	465890
815	2054697	463314
816	2056950	460736
817	2059174	458153
818	2061401	455572
819	2063638	452993
820	2065890	450419
821	2068044	447824
822	2070261	445244
823	2072562	442683
824	2074830	440115
825	2077111	437551
826	2079304	434969
827	2081496	432388
828	2083717	429813
829	2085996	427252
830	2088166	424669
831	2090558	422132
832	2092779	419560
833	2095062	417002
834	2097298	414436
835	2099548	411873
836	2101810	409313
837	2104029	406745
838	2106353	404198
839	2108608	401639
840	2110816	399072
841	2113051	396510
842	2115323	393957
843	2117665	391416
844	2119865	388851
845	2122012	386276
846	2124199	383710
847	2126390	381145
848	2128605	378585
849	2130856	376033
850	2133135	373486
851	2135236	370909
852	2137405	368345
853	2139625	365790
854	2141881	363243
855	2144109	360691
856	2146296	358133
857	2148622	355599
858	2150882	353055
859	2153200	350520
860	2155482	347981
861	2157648	345423
862	2159952	342889
863	2162179	340343
864	2164381	337793
865	2166564	335242
866	2168738	332689
867	2170987	330150
868	2173272	327616
869	2175469	325070
870	2177724	322533
871	2180026	320003
872	2182210	317457
873	2184454	314921
874	2186749	312392
875	2188977	309855
876	2191252	307324
877	2193437	304782
878	2195657	302246
879	2197862	299708
880	2200151	297182
881	2202331	294642
882	2204578	292112
883	2206834	289584
884	2209076	287055
885	2211294	284523
886	2213554	281997
887	2215813	279471
888	2218027	276941
889	2220213	274408
890	2222413	271877
891	2224570	269342
892	2226800	266817
893	2229012	264290
894	2231337	261777
895	2233585	259255
896	2235786	256729
897	2238006	254205
898	2240193	251679
899	2242441	249160
900	2244687	246641
901	2246882	244118
902	2249153	241603
903	2251332	239079
904	2253539	236559
905	2255761	234041
906	2257967	231522
907	2260156	229002
908	2262377	226486
909	2264620	223973
910	2266828	221457
911	2269097	218947
912	2271346	216437
913	2273631	213930
914	2275756	211409
915	2278064	208905
916	2280225	206389
917	2282473	203881
918	2284655	201367
919	2286835	198855
920	2289056	196346
921	2291254	193837
922	2293445	191327
923	2295680	188822
924	2297953	186320
925	2300145	183812
926	2302356	181307
927	2304593	178804
928	2306814	176301
929	2309054	173799
930	2311323	171301
931	2313451	168792
932	2315690	166292
933	2317854	163788
934	2320149	161293
935	2322368	158794
936	2324638	156299
937	2326781	153795
938	2329007	151298
939	2331249	148803
940	2333474	146307
941	2335729	143813
942	2337984	141320
943	2340164	138823
944	2342353	136327
945	2344590	133834
946	2346822	131342
947	2349039	128850
948	2351172	126353
949	2353336	123859
950	2355515	121367
951	2357752	118878
952	2360035	116392
953	2362317	113906
954	2364533	111417
955	2366780	108931
956	2369013	106444
957	2371250	103958
958	2373465	101472
959	2375677	98986
960	2377951	96503
961	2380162	94018
962	2382372	91534
963	2384630	89052
964	2386931	86572
965	2389191	84091
966	2391478	81611
967	2393760	79132
968	2396055	76653
969	2398357	74176
970	2400620	71697
971	2402870	69218
972	2405080	66739
973	2407313	64260
974	2409558	61783
975	2411836	59307
976	2414081	56830
977	2416274	54353
978	2418474	51877
979	2420665	49401
980	2422918	46927
981	2425104	44452
982	2427494	41981
983	2429725	39507
984	2431908	37034
985	2434158	34562
986	2436371	32089
987	2438537	29617
988	2440837	27147
989	2442998	24676
990	2445203	22206
991	2447427	19737
992	2449676	17268
993	2451919	14800
994	2454105	12332
995	2456235	9864
996	2458461	7397
997	2460787	4931
998	2463015	2465
999	2465220	0
