iter	MultiClass
0	1.040879699
1	0.8293710532
2	0.6799636294
3	0.5673148836
4	0.4788751495
5	0.4077331864
6	0.3494127266
7	0.3009342065
8	0.2602548991
9	0.2258310742
10	0.1965020891
11	0.171328133
12	0.1496553078
13	0.1309471785
14	0.1147095136
15	0.1006370682
16	0.08836505664
17	0.07764198576
18	0.06827449371
19	0.06009864014
20	0.05291309057
21	0.04662111289
22	0.04109185257
23	0.03624186274
24	0.03196645082
25	0.02820168053
26	0.02489589825
27	0.02198545274
28	0.01941021311
29	0.01714433654
30	0.01514238795
31	0.01337202999
32	0.01181277038
33	0.01043451763
34	0.00921772592
35	0.008149129693
36	0.007203071434
37	0.006369445434
38	0.005632883198
39	0.004983495832
40	0.004409941978
41	0.003902417721
42	0.003452825538
43	0.00305418881
44	0.002704339732
45	0.002396107498
46	0.002121848709
47	0.001877402034
48	0.001662037945
49	0.001471470057
50	0.00130308956
51	0.001155102424
52	0.0010249813
53	0.0009082307792
54	0.0008044031185
55	0.0007125689734
56	0.0006333105478
57	0.0005656403391
58	0.0005017632107
59	0.0004456543878
60	0.0003963622911
61	0.0003517684592
62	0.0003134577225
63	0.0002784138408
64	0.0002476246177
65	0.000220535423
66	0.0001957406066
67	0.0001738551336
68	0.0001549442354
69	0.00013841174
70	0.0001251760435
71	0.0001133545483
72	0.0001014268213
73	9.209788848e-05
74	8.258748536e-05
75	7.454068212e-05
76	6.742326112e-05
77	6.09208859e-05
78	5.626160126e-05
79	5.070754764e-05
80	4.61108332e-05
81	4.323445525e-05
82	4.104522085e-05
83	3.823449195e-05
84	3.471415244e-05
85	3.151209656e-05
86	3.034304663e-05
87	2.895506372e-05
88	2.812390967e-05
89	2.596616274e-05
90	2.369046371e-05
91	2.227899725e-05
92	2.137719704e-05
93	2.047599625e-05
94	2.002101034e-05
95	1.840047721e-05
96	1.705632785e-05
97	1.646377271e-05
98	1.608398825e-05
99	1.567265441e-05
100	1.43497335e-05
101	1.370560297e-05
102	1.335058219e-05
103	1.305493868e-05
104	1.218126056e-05
105	1.160976101e-05
106	1.11925447e-05
107	1.079567587e-05
108	1.069309702e-05
109	1.047686254e-05
110	1.016392304e-05
111	9.73572225e-06
112	9.663998319e-06
113	9.59138647e-06
114	9.530394244e-06
115	9.24646715e-06
116	8.997065503e-06
117	8.607200987e-06
118	8.449359791e-06
119	8.005345123e-06
120	7.701466106e-06
121	7.447003166e-06
122	7.317066784e-06
123	7.064165986e-06
124	6.834905912e-06
125	6.63934742e-06
126	6.585563057e-06
127	6.462767234e-06
128	6.415237503e-06
129	6.334223402e-06
130	6.071342314e-06
131	5.815942137e-06
132	5.725588215e-06
133	5.70383718e-06
134	5.611799997e-06
135	5.526824066e-06
136	5.438978271e-06
137	5.119585289e-06
138	5.055872381e-06
139	4.9911891e-06
140	4.79889577e-06
141	4.625794805e-06
142	4.568582793e-06
143	4.517376536e-06
144	4.273541206e-06
145	4.133895589e-06
146	4.096481136e-06
147	3.994135484e-06
148	3.859359842e-06
149	3.731048423e-06
150	3.696023457e-06
151	3.642632609e-06
152	3.57636117e-06
153	3.493467072e-06
154	3.473357609e-06
155	3.436977995e-06
156	3.42003307e-06
157	3.378349648e-06
158	3.331507655e-06
159	3.28653622e-06
160	3.21118456e-06
161	3.169235454e-06
162	3.14485526e-06
163	3.113136429e-06
164	3.102695298e-06
165	3.054632754e-06
166	3.026255739e-06
167	2.89024507e-06
168	2.780532231e-06
169	2.755923817e-06
170	2.733299887e-06
171	2.718401105e-06
172	2.668597839e-06
173	2.648134317e-06
174	2.629187496e-06
175	2.619478787e-06
176	2.595629101e-06
177	2.571476853e-06
178	2.54005074e-06
179	2.452802344e-06
180	2.428985633e-06
181	2.390686014e-06
182	2.38154958e-06
183	2.37197796e-06
184	2.352847262e-06
185	2.304150218e-06
186	2.289186502e-06
187	2.283118637e-06
188	2.268099001e-06
189	2.218838411e-06
190	2.213353936e-06
191	2.207596373e-06
192	2.164121653e-06
193	2.134939416e-06
194	2.115944207e-06
195	2.102579643e-06
196	2.094357136e-06
197	2.087380009e-06
198	2.054122493e-06
199	1.977017706e-06
200	1.957122802e-06
201	1.943094549e-06
202	1.934062633e-06
203	1.867639301e-06
204	1.856358436e-06
205	1.826377163e-06
206	1.809335546e-06
207	1.78546308e-06
208	1.738788007e-06
209	1.734269943e-06
210	1.71384398e-06
211	1.706246519e-06
212	1.702865651e-06
213	1.699708864e-06
214	1.659369714e-06
215	1.64274912e-06
216	1.638314813e-06
217	1.583234301e-06
218	1.579411271e-06
219	1.570682482e-06
220	1.567554955e-06
221	1.529553358e-06
222	1.526435871e-06
223	1.486187427e-06
224	1.466331222e-06
225	1.464014903e-06
226	1.458205858e-06
227	1.449665205e-06
228	1.438948981e-06
229	1.41747241e-06
230	1.414787097e-06
231	1.41211884e-06
232	1.405394674e-06
233	1.402099564e-06
234	1.394319225e-06
235	1.385727354e-06
236	1.383013726e-06
237	1.373649277e-06
238	1.352875351e-06
239	1.347317442e-06
240	1.31899926e-06
241	1.315788969e-06
242	1.312804651e-06
243	1.30941457e-06
244	1.294307633e-06
245	1.286348504e-06
246	1.284183341e-06
247	1.281648805e-06
248	1.279790517e-06
249	1.27477143e-06
250	1.269290231e-06
251	1.264873304e-06
252	1.261300625e-06
253	1.24787036e-06
254	1.242331026e-06
255	1.238870283e-06
256	1.236396606e-06
257	1.22391099e-06
258	1.21651445e-06
259	1.212147834e-06
260	1.19208984e-06
